,NRM_REGION,CATCHMENT,MMP_SITE_NAME,DEPTH,SITE_NO,LATITUDE,LONGITUDE,P_CODE,VISIT_NO,YEAR_CODE,SAMPLE_DATE,GROUP_CODE,COVER,ALGAE_COVER,SOFT_COVER,HARD_COVER
3920,Wet Tropics,Daintree,Snapper North,2,1,-16.2924,145.496883,IN,14,2018,2018-07-28,Algae,90.25,90.25,7.5,2.13
3924,Wet Tropics,Daintree,Snapper North,2,2,-16.295833,145.500583,IN,14,2018,2018-07-28,Algae,99.75,99.75,0.25,0.0
3928,Wet Tropics,Daintree,Snapper North,2,3,-16.301833,145.506967,IN,14,2018,2018-07-28,Algae,76.25,76.25,9.13,13.5
3932,Wet Tropics,Daintree,Snapper North,2,1,-16.2924,145.496883,IN,15,2019,2019-08-08,Algae,86.75,86.75,11.25,1.75
3936,Wet Tropics,Daintree,Snapper North,2,2,-16.295833,145.500583,IN,15,2019,2019-08-08,Algae,98.63,98.63,0.63,0.63
3940,Wet Tropics,Daintree,Snapper North,2,3,-16.301833,145.506967,IN,15,2019,2019-08-08,Algae,70.13,70.13,12.38,17.0
3944,Wet Tropics,Daintree,Snapper North,2,1,-16.2924,145.496883,IN,16,2020,2020-07-18,Algae,86.0,86.0,10.75,2.63
3948,Wet Tropics,Daintree,Snapper North,2,2,-16.295833,145.500583,IN,16,2020,2020-07-18,Algae,98.13,98.13,0.5,1.13
3952,Wet Tropics,Daintree,Snapper North,2,3,-16.301833,145.506967,IN,16,2020,2020-07-18,Algae,66.63,66.63,9.88,23.0
3956,Wet Tropics,Daintree,Snapper North,5,1,-16.291883,145.496517,IN,1,2005,2005-12-15,Algae,38.24,38.24,0.59,59.51
3960,Wet Tropics,Daintree,Snapper North,5,2,-16.294867,145.500367,IN,1,2005,2005-12-15,Algae,50.96,50.96,2.22,42.62
3964,Wet Tropics,Daintree,Snapper North,5,1,-16.291883,145.496517,IN,2,2006,2007-03-14,Algae,35.63,35.63,0.5,59.63
3968,Wet Tropics,Daintree,Snapper North,5,2,-16.294867,145.500367,IN,2,2006,2007-03-14,Algae,43.5,43.5,0.88,42.5
3972,Wet Tropics,Daintree,Snapper North,5,1,-16.291883,145.496517,IN,3,2007,2007-11-27,Algae,27.52,27.52,1.38,67.6
3976,Wet Tropics,Daintree,Snapper North,5,2,-16.294867,145.500367,IN,3,2007,2007-10-28,Algae,31.63,31.63,1.75,50.88
3980,Wet Tropics,Daintree,Snapper North,5,1,-16.291883,145.496517,IN,4,2008,2009-04-02,Algae,28.52,28.52,1.0,65.46
3984,Wet Tropics,Daintree,Snapper North,5,2,-16.294867,145.500367,IN,4,2008,2009-04-02,Algae,37.5,37.5,1.04,47.5
3988,Wet Tropics,Daintree,Snapper North,5,1,-16.291883,145.496517,IN,5,2009,2009-12-01,Algae,29.91,29.91,0.75,65.33
3992,Wet Tropics,Daintree,Snapper North,5,2,-16.294867,145.500367,IN,5,2009,2009-12-01,Algae,36.25,36.25,1.38,48.63
3996,Wet Tropics,Daintree,Snapper North,5,1,-16.291883,145.496517,IN,6,2010,2010-09-06,Algae,29.5,29.5,0.25,61.75
4000,Wet Tropics,Daintree,Snapper North,5,2,-16.294867,145.500367,IN,6,2010,2010-09-06,Algae,32.63,32.63,1.63,45.38
4004,Wet Tropics,Daintree,Snapper North,5,1,-16.291883,145.496517,IN,7,2011,2011-09-30,Algae,45.4,45.4,0.25,48.08
4008,Wet Tropics,Daintree,Snapper North,5,2,-16.294867,145.500367,IN,7,2011,2011-09-29,Algae,49.93,49.93,1.5,33.56
4012,Wet Tropics,Daintree,Snapper North,5,1,-16.291883,145.496517,IN,8,2012,2012-11-18,Algae,53.41,53.41,1.13,39.33
4016,Wet Tropics,Daintree,Snapper North,5,2,-16.294867,145.500367,IN,8,2012,2012-11-18,Algae,44.88,44.88,2.38,35.5
4020,Wet Tropics,Daintree,Snapper North,5,1,-16.291883,145.496517,IN,9,2013,2013-09-20,Algae,61.88,61.88,0.75,34.75
4024,Wet Tropics,Daintree,Snapper North,5,2,-16.294867,145.500367,IN,9,2013,2013-09-19,Algae,58.88,58.88,3.75,21.88
4028,Wet Tropics,Daintree,Snapper North,5,1,-16.291883,145.496517,IN,10,2014,2014-08-19,Algae,82.5,82.5,0.13,15.63
4032,Wet Tropics,Daintree,Snapper North,5,2,-16.294867,145.500367,IN,10,2014,2014-11-19,Algae,75.0,75.0,2.25,14.88
4036,Wet Tropics,Daintree,Snapper North,5,1,-16.291883,145.496517,IN,11,2015,2015-09-01,Algae,75.5,75.5,0.13,20.75
4040,Wet Tropics,Daintree,Snapper North,5,2,-16.294867,145.500367,IN,11,2015,2015-09-01,Algae,66.63,66.63,4.13,19.0
4044,Wet Tropics,Daintree,Snapper North,5,1,-16.291883,145.496517,IN,12,2016,2016-06-07,Algae,69.63,69.63,0.75,23.88
4048,Wet Tropics,Daintree,Snapper North,5,2,-16.294867,145.500367,IN,12,2016,2016-06-07,Algae,50.09,50.09,5.15,21.18
4052,Wet Tropics,Daintree,Snapper North,5,1,-16.291883,145.496517,IN,13,2017,2017-09-04,Algae,82.63,82.63,1.13,14.13
4056,Wet Tropics,Daintree,Snapper North,5,2,-16.294867,145.500367,IN,13,2017,2017-09-04,Algae,62.63,62.63,3.75,16.13
4060,Wet Tropics,Daintree,Snapper North,5,1,-16.291883,145.496517,IN,14,2018,2018-07-28,Algae,69.88,69.88,3.25,16.88
4064,Wet Tropics,Daintree,Snapper North,5,2,-16.294867,145.500367,IN,14,2018,2018-07-28,Algae,59.75,59.75,7.13,14.5
4068,Wet Tropics,Daintree,Snapper North,5,1,-16.291883,145.496517,IN,15,2019,2019-08-08,Algae,66.88,66.88,7.5,16.25
4072,Wet Tropics,Daintree,Snapper North,5,2,-16.294867,145.500367,IN,15,2019,2019-08-08,Algae,53.63,53.63,8.75,16.38
4076,Wet Tropics,Daintree,Snapper North,5,1,-16.291883,145.496517,IN,16,2020,2020-07-18,Algae,56.88,56.88,11.25,22.75
4080,Wet Tropics,Daintree,Snapper North,5,2,-16.294867,145.500367,IN,16,2020,2020-07-18,Algae,41.4,41.4,7.14,21.26
4084,Wet Tropics,Daintree,Snapper South,2,1,-16.29975,145.496,IN,1,2005,2005-12-14,Algae,76.69,76.69,0.98,18.99
4088,Wet Tropics,Daintree,Snapper South,2,2,-16.300767,145.499367,IN,1,2005,2005-12-01,Algae,82.9,82.9,1.07,12.9
4092,Wet Tropics,Daintree,Snapper South,2,3,-16.302117,145.501967,IN,1,2005,2005-12-14,Algae,75.65,75.65,2.4,18.35
4096,Wet Tropics,Daintree,Snapper South,2,1,-16.29975,145.496,IN,2,2006,2007-03-13,Algae,72.71,72.71,3.76,21.53
4100,Wet Tropics,Daintree,Snapper South,2,2,-16.300767,145.499367,IN,2,2006,2007-03-13,Algae,78.75,78.75,2.75,16.25
4104,Wet Tropics,Daintree,Snapper South,2,3,-16.302117,145.501967,IN,2,2006,2007-03-13,Algae,73.75,73.75,3.63,21.25
4108,Wet Tropics,Daintree,Snapper South,2,1,-16.29975,145.496,IN,3,2007,2007-10-27,Algae,68.88,68.88,3.63,25.63
4112,Wet Tropics,Daintree,Snapper South,2,2,-16.300767,145.499367,IN,3,2007,2007-10-27,Algae,76.5,76.5,2.5,19.88
4116,Wet Tropics,Daintree,Snapper South,2,3,-16.302117,145.501967,IN,3,2007,2007-10-27,Algae,68.25,68.25,3.5,25.88
4120,Wet Tropics,Daintree,Snapper South,2,1,-16.29975,145.496,IN,4,2008,2009-04-01,Algae,56.38,56.38,3.88,37.38
4124,Wet Tropics,Daintree,Snapper South,2,2,-16.300767,145.499367,IN,4,2008,2009-04-01,Algae,71.88,71.88,3.88,21.5
4128,Wet Tropics,Daintree,Snapper South,2,3,-16.302117,145.501967,IN,4,2008,2009-04-01,Algae,64.25,64.25,3.75,28.63
4132,Wet Tropics,Daintree,Snapper South,2,1,-16.29975,145.496,IN,5,2009,2009-12-01,Algae,48.75,48.75,4.88,43.25
4136,Wet Tropics,Daintree,Snapper South,2,2,-16.300767,145.499367,IN,5,2009,2009-12-01,Algae,58.75,58.75,4.13,35.0
4140,Wet Tropics,Daintree,Snapper South,2,3,-16.302117,145.501967,IN,5,2009,2009-12-01,Algae,54.0,54.0,4.0,38.88
4144,Wet Tropics,Daintree,Snapper South,2,1,-16.29975,145.496,IN,6,2010,2010-11-08,Algae,36.41,36.41,4.64,53.95
4148,Wet Tropics,Daintree,Snapper South,2,2,-16.300767,145.499367,IN,6,2010,2010-11-08,Algae,50.38,50.38,4.5,40.0
4152,Wet Tropics,Daintree,Snapper South,2,3,-16.302117,145.501967,IN,6,2010,2010-11-08,Algae,45.5,45.5,4.5,46.38
4156,Wet Tropics,Daintree,Snapper South,2,1,-16.29975,145.496,IN,7,2011,2011-10-01,Algae,35.5,35.5,5.0,55.25
4160,Wet Tropics,Daintree,Snapper South,2,2,-16.300767,145.499367,IN,7,2011,2011-10-01,Algae,54.05,54.05,4.13,38.07
4164,Wet Tropics,Daintree,Snapper South,2,3,-16.302117,145.501967,IN,7,2011,2011-10-01,Algae,44.63,44.63,3.75,49.38
4168,Wet Tropics,Daintree,Snapper South,2,1,-16.29975,145.496,IN,8,2012,2012-11-19,Algae,41.63,41.63,4.75,50.75
4172,Wet Tropics,Daintree,Snapper South,2,2,-16.300767,145.499367,IN,8,2012,2012-11-18,Algae,44.63,44.63,5.88,46.0
4176,Wet Tropics,Daintree,Snapper South,2,3,-16.302117,145.501967,IN,8,2012,2012-11-19,Algae,41.0,41.0,4.0,53.0
4180,Wet Tropics,Daintree,Snapper South,2,1,-16.29975,145.496,IN,9,2013,2013-09-19,Algae,49.38,49.38,5.13,41.88
4184,Wet Tropics,Daintree,Snapper South,2,2,-16.300767,145.499367,IN,9,2013,2013-09-19,Algae,47.88,47.88,6.5,41.0
4188,Wet Tropics,Daintree,Snapper South,2,3,-16.302117,145.501967,IN,9,2013,2013-09-19,Algae,54.5,54.5,5.25,36.25
4192,Wet Tropics,Daintree,Snapper South,2,1,-16.29975,145.496,IN,10,2014,2014-11-20,Algae,53.18,53.18,4.75,40.18
4196,Wet Tropics,Daintree,Snapper South,2,2,-16.300767,145.499367,IN,10,2014,2014-11-19,Algae,59.0,59.0,8.88,31.25
4200,Wet Tropics,Daintree,Snapper South,2,3,-16.302117,145.501967,IN,10,2014,2014-11-20,Algae,59.38,59.38,5.13,34.25
4204,Wet Tropics,Daintree,Snapper South,2,1,-16.29975,145.496,IN,11,2015,2015-09-02,Algae,51.25,51.25,5.63,41.63
4208,Wet Tropics,Daintree,Snapper South,2,2,-16.300767,145.499367,IN,11,2015,2015-09-02,Algae,56.63,56.63,8.88,32.63
4212,Wet Tropics,Daintree,Snapper South,2,3,-16.302117,145.501967,IN,11,2015,2015-09-02,Algae,57.88,57.88,5.5,33.63
4216,Wet Tropics,Daintree,Snapper South,2,1,-16.29975,145.496,IN,12,2016,2016-06-08,Algae,49.88,49.88,6.5,42.13
4220,Wet Tropics,Daintree,Snapper South,2,2,-16.300767,145.499367,IN,12,2016,2016-06-08,Algae,46.0,46.0,10.5,41.63
4224,Wet Tropics,Daintree,Snapper South,2,3,-16.302117,145.501967,IN,12,2016,2016-06-08,Algae,52.26,52.26,6.4,38.05
4228,Wet Tropics,Daintree,Snapper South,2,1,-16.29975,145.496,IN,13,2017,2017-09-05,Algae,45.13,45.13,5.38,47.38
4232,Wet Tropics,Daintree,Snapper South,2,2,-16.300767,145.499367,IN,13,2017,2017-09-05,Algae,45.25,45.25,8.63,42.88
4236,Wet Tropics,Daintree,Snapper South,2,3,-16.302117,145.501967,IN,13,2017,2017-09-05,Algae,51.0,51.0,5.5,39.88
4240,Wet Tropics,Daintree,Snapper South,2,1,-16.29975,145.496,IN,14,2018,2018-07-29,Algae,43.13,43.13,5.88,49.38
4244,Wet Tropics,Daintree,Snapper South,2,2,-16.300767,145.499367,IN,14,2018,2018-07-29,Algae,41.63,41.63,9.38,46.63
4248,Wet Tropics,Daintree,Snapper South,2,3,-16.302117,145.501967,IN,14,2018,2018-07-29,Algae,45.75,45.75,6.88,44.75
4252,Wet Tropics,Daintree,Snapper South,2,1,-16.29975,145.496,IN,15,2019,2019-08-09,Algae,75.38,75.38,4.63,19.5
4256,Wet Tropics,Daintree,Snapper South,2,2,-16.300767,145.499367,IN,15,2019,2019-08-09,Algae,59.0,59.0,5.38,34.0
4260,Wet Tropics,Daintree,Snapper South,2,3,-16.302117,145.501967,IN,15,2019,2019-08-09,Algae,56.63,56.63,3.75,37.63
4264,Wet Tropics,Daintree,Snapper South,2,1,-16.29975,145.496,IN,16,2020,2020-07-19,Algae,71.0,71.0,2.75,25.0
4268,Wet Tropics,Daintree,Snapper South,2,2,-16.300767,145.499367,IN,16,2020,2020-07-19,Algae,52.63,52.63,9.38,36.63
4272,Wet Tropics,Daintree,Snapper South,2,3,-16.302117,145.501967,IN,16,2020,2020-07-19,Algae,47.0,47.0,3.88,45.5
4276,Wet Tropics,Daintree,Snapper South,5,1,-16.299867,145.49595,IN,1,2005,2005-12-16,Algae,44.66,44.66,7.72,42.84
4280,Wet Tropics,Daintree,Snapper South,5,2,-16.301067,145.499367,IN,1,2005,2005-12-16,Algae,50.06,50.06,9.6,38.96
4284,Wet Tropics,Daintree,Snapper South,5,1,-16.299867,145.49595,IN,2,2006,2007-03-15,Algae,30.41,30.41,18.42,48.29
4288,Wet Tropics,Daintree,Snapper South,5,2,-16.301067,145.499367,IN,2,2006,2007-03-15,Algae,36.13,36.13,9.5,51.13
4292,Wet Tropics,Daintree,Snapper South,5,1,-16.299867,145.49595,IN,3,2007,2007-10-27,Algae,30.88,30.88,17.75,50.5
4296,Wet Tropics,Daintree,Snapper South,5,2,-16.301067,145.499367,IN,3,2007,2007-10-27,Algae,40.25,40.25,9.25,48.25
4300,Wet Tropics,Daintree,Snapper South,5,1,-16.299867,145.49595,IN,4,2008,2009-04-02,Algae,32.75,32.75,12.25,51.5
4304,Wet Tropics,Daintree,Snapper South,5,2,-16.301067,145.499367,IN,4,2008,2009-04-02,Algae,24.28,24.28,17.76,55.46
4308,Wet Tropics,Daintree,Snapper South,5,1,-16.299867,145.49595,IN,5,2009,2009-12-02,Algae,21.5,21.5,17.0,55.63
4312,Wet Tropics,Daintree,Snapper South,5,2,-16.301067,145.499367,IN,5,2009,2009-11-30,Algae,34.25,34.25,11.0,50.38
4316,Wet Tropics,Daintree,Snapper South,5,1,-16.299867,145.49595,IN,6,2010,2010-09-06,Algae,21.66,21.66,19.25,55.09
4320,Wet Tropics,Daintree,Snapper South,5,2,-16.301067,145.499367,IN,6,2010,2010-11-08,Algae,31.88,31.88,11.75,52.75
4324,Wet Tropics,Daintree,Snapper South,5,1,-16.299867,145.49595,IN,7,2011,2011-09-30,Algae,22.13,22.13,17.0,55.75
4328,Wet Tropics,Daintree,Snapper South,5,2,-16.301067,145.499367,IN,7,2011,2011-09-30,Algae,30.52,30.52,10.64,53.81
4332,Wet Tropics,Daintree,Snapper South,5,1,-16.299867,145.49595,IN,8,2012,2012-11-19,Algae,22.82,22.82,17.92,56.0
4336,Wet Tropics,Daintree,Snapper South,5,2,-16.301067,145.499367,IN,8,2012,2012-11-18,Algae,31.47,31.47,11.46,54.81
4340,Wet Tropics,Daintree,Snapper South,5,1,-16.299867,145.49595,IN,9,2013,2013-09-19,Algae,29.18,29.18,18.15,49.28
4344,Wet Tropics,Daintree,Snapper South,5,2,-16.301067,145.499367,IN,9,2013,2013-09-19,Algae,39.63,39.63,11.63,45.38
4348,Wet Tropics,Daintree,Snapper South,5,1,-16.299867,145.49595,IN,10,2014,2014-11-20,Algae,35.5,35.5,19.75,41.75
4352,Wet Tropics,Daintree,Snapper South,5,2,-16.301067,145.499367,IN,10,2014,2014-11-19,Algae,52.63,52.63,10.38,35.5
4356,Wet Tropics,Daintree,Snapper South,5,1,-16.299867,145.49595,IN,11,2015,2015-09-02,Algae,32.75,32.75,18.0,45.13
4360,Wet Tropics,Daintree,Snapper South,5,2,-16.301067,145.499367,IN,11,2015,2015-09-02,Algae,52.13,52.13,11.0,34.88
4364,Wet Tropics,Daintree,Snapper South,5,1,-16.299867,145.49595,IN,12,2016,2016-06-08,Algae,34.13,34.13,19.75,44.0
4368,Wet Tropics,Daintree,Snapper South,5,2,-16.301067,145.499367,IN,12,2016,2016-06-08,Algae,48.13,48.13,9.0,40.5
4372,Wet Tropics,Daintree,Snapper South,5,1,-16.299867,145.49595,IN,13,2017,2017-09-05,Algae,37.38,37.38,16.88,43.38
4376,Wet Tropics,Daintree,Snapper South,5,2,-16.301067,145.499367,IN,13,2017,2017-09-05,Algae,46.73,46.73,7.81,41.35
4380,Wet Tropics,Daintree,Snapper South,5,1,-16.299867,145.49595,IN,14,2018,2018-07-29,Algae,37.0,37.0,15.0,46.25
4384,Wet Tropics,Daintree,Snapper South,5,2,-16.301067,145.499367,IN,14,2018,2018-07-29,Algae,45.38,45.38,8.38,42.63
4388,Wet Tropics,Daintree,Snapper South,5,1,-16.299867,145.49595,IN,15,2019,2019-08-09,Algae,35.38,35.38,14.63,47.0
4392,Wet Tropics,Daintree,Snapper South,5,2,-16.301067,145.499367,IN,15,2019,2019-08-09,Algae,36.25,36.25,10.0,50.38
4396,Wet Tropics,Daintree,Snapper South,5,1,-16.299867,145.49595,IN,16,2020,2020-07-19,Algae,32.0,32.0,18.38,48.13
4400,Wet Tropics,Daintree,Snapper South,5,2,-16.301067,145.499367,IN,16,2020,2020-07-19,Algae,40.5,40.5,6.63,49.88
4404,Wet Tropics,Johnstone,Fitzroy East,2,1,-16.923833,146.006217,IN,1,2005,2005-08-31,Algae,73.75,73.75,5.88,12.88
4408,Wet Tropics,Johnstone,Fitzroy East,2,2,-16.943283,145.991167,IN,1,2005,2005-08-31,Algae,75.38,75.38,2.0,16.5
4412,Wet Tropics,Johnstone,Fitzroy East,2,1,-16.923833,146.006217,IN,2,2006,2006-05-28,Algae,70.63,70.63,8.25,14.38
4416,Wet Tropics,Johnstone,Fitzroy East,2,2,-16.943283,145.991167,IN,2,2006,2006-05-28,Algae,63.0,63.0,2.63,30.25
4420,Wet Tropics,Johnstone,Fitzroy East,2,1,-16.923833,146.006217,IN,3,2007,2007-10-13,Algae,59.25,59.25,8.75,25.63
4424,Wet Tropics,Johnstone,Fitzroy East,2,2,-16.943283,145.991167,IN,3,2007,2007-10-13,Algae,52.63,52.63,1.25,41.38
4428,Wet Tropics,Johnstone,Fitzroy East,2,1,-16.923833,146.006217,IN,4,2008,2008-07-07,Algae,53.38,53.38,11.88,29.75
4432,Wet Tropics,Johnstone,Fitzroy East,2,2,-16.943283,145.991167,IN,4,2008,2008-07-07,Algae,47.0,47.0,4.38,47.0
4436,Wet Tropics,Johnstone,Fitzroy East,2,1,-16.923833,146.006217,IN,6,2010,2010-06-02,Algae,48.88,48.88,11.13,32.63
4440,Wet Tropics,Johnstone,Fitzroy East,2,2,-16.943283,145.991167,IN,6,2010,2010-06-02,Algae,54.13,54.13,2.25,41.63
4444,Wet Tropics,Johnstone,Fitzroy East,2,1,-16.923833,146.006217,IN,7,2011,2011-05-30,Algae,68.13,68.13,6.0,20.0
4448,Wet Tropics,Johnstone,Fitzroy East,2,2,-16.943283,145.991167,IN,7,2011,2011-05-30,Algae,81.88,81.88,1.5,13.88
4452,Wet Tropics,Johnstone,Fitzroy East,2,1,-16.923833,146.006217,IN,8,2012,2012-08-10,Algae,62.13,62.13,6.0,22.13
4456,Wet Tropics,Johnstone,Fitzroy East,2,2,-16.943283,145.991167,IN,8,2012,2012-08-10,Algae,70.75,70.75,3.25,21.0
4460,Wet Tropics,Johnstone,Fitzroy East,2,1,-16.923833,146.006217,IN,10,2014,2014-06-13,Algae,72.63,72.63,5.63,10.63
4464,Wet Tropics,Johnstone,Fitzroy East,2,2,-16.943283,145.991167,IN,10,2014,2014-06-13,Algae,63.75,63.75,3.88,27.5
4468,Wet Tropics,Johnstone,Fitzroy East,2,1,-16.923833,146.006217,IN,12,2016,2016-07-19,Algae,74.75,74.75,5.38,12.25
4472,Wet Tropics,Johnstone,Fitzroy East,2,2,-16.943283,145.991167,IN,12,2016,2016-07-19,Algae,42.0,42.0,3.88,51.25
4476,Wet Tropics,Johnstone,Fitzroy East,2,1,-16.923833,146.006217,IN,14,2018,2018-06-03,Algae,73.25,73.25,4.0,11.0
4480,Wet Tropics,Johnstone,Fitzroy East,2,2,-16.943283,145.991167,IN,14,2018,2018-06-03,Algae,36.25,36.25,4.0,53.75
4484,Wet Tropics,Johnstone,Fitzroy East,2,1,-16.923833,146.006217,IN,16,2020,2020-08-07,Algae,59.63,59.63,6.63,22.88
4488,Wet Tropics,Johnstone,Fitzroy East,2,2,-16.943283,145.991167,IN,16,2020,2020-08-07,Algae,22.75,22.75,1.63,70.88
4492,Wet Tropics,Johnstone,Fitzroy East,5,1,-16.9241,146.006867,IN,1,2005,2005-08-31,Algae,53.38,53.38,14.63,23.5
4496,Wet Tropics,Johnstone,Fitzroy East,5,2,-16.943533,145.991133,IN,1,2005,2005-08-31,Algae,64.46,64.46,4.88,24.77
4500,Wet Tropics,Johnstone,Fitzroy East,5,1,-16.9241,146.006867,IN,2,2006,2006-05-28,Algae,47.25,47.25,16.25,31.63
4504,Wet Tropics,Johnstone,Fitzroy East,5,2,-16.943533,145.991133,IN,2,2006,2006-05-28,Algae,52.32,52.32,5.51,36.16
4508,Wet Tropics,Johnstone,Fitzroy East,5,1,-16.9241,146.006867,IN,3,2007,2007-10-13,Algae,47.25,47.25,8.5,33.25
4512,Wet Tropics,Johnstone,Fitzroy East,5,2,-16.943533,145.991133,IN,3,2007,2007-10-13,Algae,35.38,35.38,4.75,53.25
4516,Wet Tropics,Johnstone,Fitzroy East,5,1,-16.9241,146.006867,IN,4,2008,2008-07-05,Algae,35.13,35.13,12.38,43.5
4520,Wet Tropics,Johnstone,Fitzroy East,5,2,-16.943533,145.991133,IN,4,2008,2008-07-07,Algae,38.8,38.8,2.63,54.82
4524,Wet Tropics,Johnstone,Fitzroy East,5,1,-16.9241,146.006867,IN,6,2010,2010-06-02,Algae,27.38,27.38,12.0,48.5
4528,Wet Tropics,Johnstone,Fitzroy East,5,2,-16.943533,145.991133,IN,6,2010,2010-06-02,Algae,42.75,42.75,2.75,51.13
4532,Wet Tropics,Johnstone,Fitzroy East,5,1,-16.9241,146.006867,IN,7,2011,2011-05-30,Algae,36.91,36.91,12.03,38.77
4536,Wet Tropics,Johnstone,Fitzroy East,5,2,-16.943533,145.991133,IN,7,2011,2011-05-30,Algae,70.5,70.5,3.25,23.25
4540,Wet Tropics,Johnstone,Fitzroy East,5,1,-16.9241,146.006867,IN,8,2012,2012-08-09,Algae,41.75,41.75,12.25,37.63
4544,Wet Tropics,Johnstone,Fitzroy East,5,2,-16.943533,145.991133,IN,8,2012,2012-08-10,Algae,71.59,71.59,2.88,22.78
4548,Wet Tropics,Johnstone,Fitzroy East,5,1,-16.9241,146.006867,IN,10,2014,2014-06-13,Algae,65.63,65.63,16.5,10.88
4552,Wet Tropics,Johnstone,Fitzroy East,5,2,-16.943533,145.991133,IN,10,2014,2014-06-13,Algae,68.0,68.0,5.13,23.75
4556,Wet Tropics,Johnstone,Fitzroy East,5,1,-16.9241,146.006867,IN,12,2016,2016-07-19,Algae,63.0,63.0,14.88,15.0
4560,Wet Tropics,Johnstone,Fitzroy East,5,2,-16.943533,145.991133,IN,12,2016,2016-07-19,Algae,50.38,50.38,7.13,39.38
4564,Wet Tropics,Johnstone,Fitzroy East,5,1,-16.9241,146.006867,IN,14,2018,2018-06-03,Algae,52.63,52.63,23.38,14.5
4568,Wet Tropics,Johnstone,Fitzroy East,5,2,-16.943533,145.991133,IN,14,2018,2018-06-03,Algae,51.5,51.5,7.63,38.75
4572,Wet Tropics,Johnstone,Fitzroy East,5,1,-16.9241,146.006867,IN,16,2020,2020-08-07,Algae,36.5,36.5,26.38,23.63
4576,Wet Tropics,Johnstone,Fitzroy East,5,2,-16.943533,145.991133,IN,16,2020,2020-08-07,Algae,37.25,37.25,8.0,51.75
4580,Wet Tropics,Johnstone,Fitzroy West,2,1,-16.923317,145.996267,IN,1,2005,2005-08-30,Algae,31.63,31.63,49.63,18.63
4584,Wet Tropics,Johnstone,Fitzroy West,2,2,-16.9222,145.999633,IN,1,2005,2005-08-30,Algae,47.0,47.0,35.0,15.88
4588,Wet Tropics,Johnstone,Fitzroy West,2,1,-16.923317,145.996267,IN,2,2006,2006-05-29,Algae,38.72,38.72,35.21,24.94
4592,Wet Tropics,Johnstone,Fitzroy West,2,2,-16.9222,145.999633,IN,2,2006,2006-05-29,Algae,43.5,43.5,37.38,16.75
4596,Wet Tropics,Johnstone,Fitzroy West,2,1,-16.923317,145.996267,IN,3,2007,2007-08-17,Algae,26.16,26.16,35.3,37.54
4600,Wet Tropics,Johnstone,Fitzroy West,2,2,-16.9222,145.999633,IN,3,2007,2007-08-17,Algae,36.05,36.05,42.27,20.05
4604,Wet Tropics,Johnstone,Fitzroy West,2,1,-16.923317,145.996267,IN,4,2008,2008-07-05,Algae,21.5,21.5,34.5,43.25
4608,Wet Tropics,Johnstone,Fitzroy West,2,2,-16.9222,145.999633,IN,4,2008,2008-07-05,Algae,25.63,25.63,38.25,34.13
4612,Wet Tropics,Johnstone,Fitzroy West,2,1,-16.923317,145.996267,IN,5,2009,2009-08-23,Algae,20.63,20.63,26.25,52.13
4616,Wet Tropics,Johnstone,Fitzroy West,2,2,-16.9222,145.999633,IN,5,2009,2009-08-23,Algae,28.88,28.88,38.75,30.0
4620,Wet Tropics,Johnstone,Fitzroy West,2,1,-16.923317,145.996267,IN,6,2010,2010-07-31,Algae,19.0,19.0,31.13,48.75
4624,Wet Tropics,Johnstone,Fitzroy West,2,2,-16.9222,145.999633,IN,6,2010,2010-07-31,Algae,17.75,17.75,38.38,41.63
4628,Wet Tropics,Johnstone,Fitzroy West,2,1,-16.923317,145.996267,IN,7,2011,2011-05-28,Algae,43.88,43.88,23.88,31.88
4632,Wet Tropics,Johnstone,Fitzroy West,2,2,-16.9222,145.999633,IN,7,2011,2011-05-28,Algae,45.17,45.17,27.91,22.54
4636,Wet Tropics,Johnstone,Fitzroy West,2,1,-16.923317,145.996267,IN,8,2012,2012-08-09,Algae,37.75,37.75,30.13,32.0
4640,Wet Tropics,Johnstone,Fitzroy West,2,2,-16.9222,145.999633,IN,8,2012,2012-08-09,Algae,40.8,40.8,29.4,28.55
4644,Wet Tropics,Johnstone,Fitzroy West,2,1,-16.923317,145.996267,IN,9,2013,2013-08-09,Algae,41.7,41.7,35.03,22.77
4648,Wet Tropics,Johnstone,Fitzroy West,2,2,-16.9222,145.999633,IN,9,2013,2013-08-09,Algae,41.13,41.13,34.88,21.38
4652,Wet Tropics,Johnstone,Fitzroy West,2,1,-16.923317,145.996267,IN,10,2014,2014-06-13,Algae,39.63,39.63,32.88,26.5
4656,Wet Tropics,Johnstone,Fitzroy West,2,2,-16.9222,145.999633,IN,10,2014,2014-06-14,Algae,38.25,38.25,39.0,18.0
4660,Wet Tropics,Johnstone,Fitzroy West,2,1,-16.923317,145.996267,IN,11,2015,2015-08-05,Algae,35.38,35.38,37.38,25.75
4664,Wet Tropics,Johnstone,Fitzroy West,2,2,-16.9222,145.999633,IN,11,2015,2015-08-05,Algae,32.25,32.25,40.88,25.0
4668,Wet Tropics,Johnstone,Fitzroy West,2,1,-16.923317,145.996267,IN,12,2016,2016-07-19,Algae,20.75,20.75,49.38,29.63
4672,Wet Tropics,Johnstone,Fitzroy West,2,2,-16.9222,145.999633,IN,12,2016,2016-07-19,Algae,30.25,30.25,42.25,25.5
